Дата,Текст,Просмотры
2025-07-11 08:03:06,"Junior Analyst  Компания: CLS Global З/П: от 2 000$ Формат работы: Удалённо Источник вакансии: HH  Твои задачи: - Проводить скоринг входящих криптопроектов; - Подготавливать предложения для клиентов; - Rонсультировать клиентов по улучшению их Pre-TGE стратегиий; - Помогать в предоставлении консультационных услуг.  Мы ждем от тебя: - Сильное аналитическое мышление и интерес к криптовалютам, блокчейну и токеномике; - Базовое понимание финансов и экономического моделирования; - Отличные письменные и устные коммуникативные навыки, умение понятно объяснять сложные концепции; - Самомотивация и способность работать самостоятельно в удалённой, динамичной среде; - Знание CRM-инструментов и базовых принципов проектного управления.  Мы предлагаем: - Удалённую работу с графиком 5/2 (10:00–19:00 GMT+3); - Компенсация ДМС или абонемента в спортзал;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2751
2025-07-10 16:03:06,"Junior тестировщик  Компания: Доктор Веб З/П: не указана Формат работы: Питер Источник вакансии: HH  Вам предстоит: - заниматься ручным тестированием антивирусных продуктов и их компонентов; - составлять и поддерживать в актуальном состоянии тест-кейсы; - фиксировать ошибки в багтрекере, контролировать процесс исправления; - помогать технической поддержке компании в разборе сложных кейсов пользователей.  Мы ожидаем, что Вы: - Знаете и понимаете процессы тестирования и разработки программного обеспечения; - Знаете ОС семейства Windows на уровне продвинутого пользователя (что такое процессы, реестр, понимаете, как работает сеть и сможете посмотреть IP адреса компьютера, расскажете нам о протоколе TCP/IP); - Составляли тестовую документацию (чек-листы, тест-кейсы, тест-планы, тест-репорты); - Умеете анализировать информацию и хотите развиваться в сфере тестирования.  Будет плюсом: - опыт работы с виртуальными машинами (VirtualBox, VMWare); - знакомство с утилитами SysInternals (Process Monitor, Process Explorer, ProcDump); - понимание основ сетей.  Мы предлагаем: - Официальное трудоустройство в аккредитованной Минцифры IT-компании; - Современный офис на Петроградской стороне; - Работу в офисе, гибкое начало рабочего дня;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2611
2025-07-10 12:33:06,"Junior Project manager  Компания: TRUE INTELLIGENCE З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Обязанности: В ваши основные задачи (при поддержке старших членов команды) будет входить: - Управление проектами: разработка анкет, контроль сбора данных, координация проектов, аналитика, подготовка и презентация отчетов (при необходимости). - Работа с клиентами и развитие отношений: обсуждение бизнес- и исследовательских задач, обработка входящих запросов. - Участие в разработке новых продуктов и помощь во внедрении.  Ваши навыки: - Аналитические и коммуникативные навыки: сильные. - Опыт в маркетинговых исследованиях: будет преимуществом. - Знание ИИ: опыт работы с инструментами на основе ИИ – большой плюс. - Языки: свободный английский обязателен. Владение русским. - Личные качества: энергичность, общительность, гибкость, ответственность. Способность быстро обучаться и интерес к технологиям, особенно к ИИ.  Мы предлагаем: - Конкурентную зарплату.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2563
2025-07-10 09:03:01,"Junior Python Developer  Компания: Фирма Триада З/П: от 80 000 до 100 000 ₽ Формат работы: Удалённо Источник вакансии: HH  Требования: - Стандартные знания Python и желание развиваться в этом направлении (ООП, потоки и т.д.) - Есть опыт работы с Django и/или Fastapi - Умеешь в NoCode разработку, в основном n8n и немного Bubble (или готов быстро научиться) - Понимание принципов работы с базами данных - Не боишься работать с сервером (задач немного, но они будут) - Готовность изучать новые технологии и инструменты.  Условия и преимущества: - Гибкий график работы: 5/2 (но работать придётся много) - Удалённый или в гибридном формате - Полная занятость с возможностью обучения и роста на реальных задачах - Небольшой и дружный коллектив, поддержка на всех этапах работы, без бюрократии, работаем на результат - Возможность быстрого роста до Team Lead  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2453
2025-07-10 07:02:41,"Junior Менеджер по работе с ключевыми клиентами / JKAM (E-com)  Компания: Garantis З/П: не указана Формат работы: Москва, офис Источник вакансии: vseti.app  Москва, офис ЗП обсуждается индивидуально Garantis - молодая и активная команда, которая уже четыре года подряд разрывает российский Е-сом. Средний возраст всего 25 лет, поэтому мы открыты к любым новым идеям и готовы проявлять гибкость ко всему, кроме посредственного уровня перформанса. ‍ Какие будут задачи? - Управлять личным кабинетом на Яндекс Маркете, вести его как самостоятельный проект; - Разрабатывать и реализовывать стратегии по росту продаж наших брендов (HealthIs, Handy и Kottur); - Анализировать данные по продажам, рыночные тенденции и другую информацию, для выявления зон развития; - Помогать Sales команде в ключевых задачах компании; - Погружаться в статистику и всегда знать почему произошел рост или падение; - Выстраивать эффективное кросс-функциональное взаимодействие с командой маркетинга и логистики; - Быстрее других адаптироваться под изменения рынка для достижения лучших результатов в индустрии. ‍ Наши ожидания: - Развитые навыки коммуникации и умение найти подход к любому человеку; - Развитые аналитические способности; - Четкое понимание потребностей и поведения клиентов; - Понимание основных принципов работы российского е-ком будет существенным плюсом; - Владение Excel на продвинутом уровне. ‍ Откликнуться: @hr_garantis_trade   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2311
2025-07-09 16:33:37,Junior DevOps Engineer  Компания: Островок.Ostrovok!Tech З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Задачи: - Администрирование и поддержка работы сервисов; - Настройка процессов сборки и доставки кода; - Автоматизация и оптимизация рутинных действий  Требования: - Опыт работы на схожей роли от одного года; - Опыт работы с Linux; - Знание Ansible; - Знание Docker; - Разговорный английский на уровне B1 (Intermediate). - Готовность работать по графику 2/2 (с 9 до 21 по московскому времени).  Будет плюсом: - Опыт с CI/CD-инструментами; - Опыт с системами мониторинга.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру,2409
2025-07-09 12:33:01,"Junior маркетолог  Компания: Техоборонэксперт З/П: от 80 000₽ Формат работы: Удалённо Источник вакансии: HH  Мы ищем человека, который: - Горит желанием создавать яркие и эффективные маркетинговые кампании. Любит анализировать данные и искать новые решения. - Умеет работать в команде и делиться своими идеями. - Следит за тенденциями в маркетинге и не боится экспериментировать. Какой результат мы ожидаем: Привлеченные квалифицированные лиды переданные в отдел продаж через цепочку email-рассылок.  Какие задачи будут стоять перед маркетологом: - Разрабатывать и настраивать CRM -цепочки рассылок; - Работать вместе с руководителем над различными направлениями маркетинга: тестировать и оцифровывать результаты гипотез; - Вместе с командой формировать план продвижения продуктов на рынках; - Искать точки роста и выстраивать маркетинговые гипотезы; - Совместно с отделом продаж и экспертами разрабатывать ценностные предложения для разных аудиторий клиентов; - Разрабатывать коммуникационные, креативные и промо-материалы; - Анализировать эффективность всех проводимых маркетинговых активностей  Что нам очень важно: - умение оцифровывать результаты - опыт и желание развиваться в CRM-маркетинге - умение генерировать и тестировать гипотезы - умение масштабировать успешные гипотезы мыслить стратегически и не бояться ошибаться 🙂  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2311
2025-07-09 08:03:01,"Junior Recruiter  Компания: ЭйЧар Тим З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Поиск и подбор кандидатов через job-платформы, соцсети и другие источники. - Проведение начальных интервью. - Общение с кандидатами. - Подготовка и обновление базы резюме. - Отчет о проделанной работе.  Требования: - Интерес к IT и базовые знания о технических специальностях. - Умение работать с LinkedIn, Djinni и другими платформами для поиска. - Базовые знания процессов найма - Умение создавать JD (job description) - Навыки коммуникации и организованности. - Желание учиться и развиваться.  Что мы предлагаем: - Гибкий график работы. - Оплата за закрытые вакансии (с учетом %).  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2347
2025-07-08 12:33:01,"Junior Game Designer  Компания: Gear Games З/П: не указана Формат работы: Удалённо Источник вакансии: HH  Основные направления работы: - Развитие и поддержка игровой экономики: задания, награды, боевой пропуск и т.д. - Разработка и настройка боевого баланса: юниты, герои, экипировка и т.д. - Анализ игровых данных и статистики для улучшения игрового опыта и основных метрик проекта - Взаимодействие с командой разработчиков, художников и аналитиков для внедрения и тестирования изменений - Проведение плейтестов новых механик и сбор фидбека  Мы ждем: - Уверенные знания математики и мат.статистики - Уверенные навыки работы с Google Sheets - Большой игровой опыт на мобильных платформах - Большой игровой опыт в RTS и понимание жанра - Высшее или неполное высшее образование (предпочтительно математическое/техническое) - Понимание основ проектирования игровых механик  Будет плюсом: - Понимание экономики и монетизации мобильных игр - Понимание работы с аналитикой  Мы предлагаем: - Гибкий старт рабочего дня (9-10 по МСК), возможность удаленной работы, включая зарубежные страны - Система наставничества: ежемесячные встречи 1 на 1 с ментором для обсуждения карты развития - Уроки английского дважды в неделю с оплатой 50% занятий (после испытательного срока) - Оплата 50% годового абонемента в спортзал или другого спортивного курса после испытательного срока - 3 офиса в России (Москва, Кострома, Курск)  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2349
2025-07-08 09:03:01,"Погода за окном так и шепчет: «пора на море строить карьеру в 2ГИС» 👀💚  А кто мы такие, чтобы спорить с погодой? Тем более в 2ГИС ты можешь прийти без опыта. Главное – желание, энергия и интерес. Остальному научим.  У нас: ▪️Наставник рядом с первого дня. ▪️Практическое обучение без лишней теории. ▪️Спокойная атмосфера и поддержка. ▪️Честная система дохода: фикс + бонусы = всё прозрачно.  Откликайся на наши вакансии в Москве: Менеджер по продажам Ведущий менеджер по продажам Руководитель группы продаж  Не бойся начинать. Делай это с нами. 2ГИС ждёт тебя 💚",2295
2025-07-08 08:03:01,"Junior аналитик  Компания: ABCP З/П: от 170 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Интервьюировать заказчиков/пользователей, выявлять и собирать требования; - Прорабатывать варианты оптимизации текущего функционала и предлагать решения возникающих проблем; - Анализировать и документировать требования; - Планировать RoadMap и вести бэклог; - Выступать связующим звеном между разработкой и Заказчиком со всеми вытекающими; - Прототипировать интерфейсы и проектировать бизнес-процессы; - Тестировать и внедрять результаты разработки.  Требования: - Опыт работы в качестве системного аналитика не менее 1 года; - Знание архитектурных подходов для проектирования высоконагруженных автоматизированных систем; - Представление о форматах данных, применяемых в веб: XML, HTML, JSON, WSDL; - Внимательность, и поэтому в сопроводительном письме вы напишете слово ""ping""; - Понимание способов взаимодействия браузера и сервера: куки, сессии, HTTP, AJAX, сокеты; - Знания в области технологий: REST, SOAP, SQL, шифрование, балансировка нагрузки; - Примеры самостоятельно разработанных ТЗ, алгоритмов, интерфейсов; - Высокая коммуникабельность.  Плюсы работы у нас: - Почему вам может понравиться работать с нами: - Начали в 2005 году, и более 10 лет являемся примером для конкурентов. ABCP — это синоним доверия и качества среди всех участников рынка автозапчастей, потому что мы создаем надежные инструменты для эффективного развития их бизнеса.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2357
2025-07-07 12:33:06,"Junior Product Manager  Компания: Магнетто З/П: не указана Формат работы: Удалённо Источник вакансии: HH  ОСНОВНЫЕ ЗАДАЧИ: - лидировать реинжиниринг основной платформы и построение бэкофиса, создавать и улучшать системы, уделяя особое внимание автоматизации и разработке максимально удобных пользовательских сценариев (с помощью внедрения таких инструментов, как Retool); - активно взаимодействовать с бизнес-заказчиками, чтобы выявлять их потребности и находить новые возможности для улучшения системы; - формулировать и тестировать гипотезы, которые помогут упростить и автоматизировать пользовательский путь в сложных системах, а также ускорить процессы работы; - управлять бэклогом продукта, эффективно расставляя приоритеты для команды разработки; - тесно сотрудничать с командой разработки и кросс-функциональными командами, чтобы создавать надёжный продукт и оптимизировать процессы его разработки и поддержки; - использовать данные и аналитику для оценки эффективности продуктовых решений.  НАМ ВАЖНЫ: - опыт работы Product Manager'ом от 1 года или релевантный опыт в смежных ролях (проектный менеджер, аналитик);  -практический технический бэкграунд в роли разработчика, QA или L2 Support, глубокое понимание технических аспектов IT-решений; - знание JavaScript & SQL (на уровне junior) и опыт работы с базами данных; - опыт работы с Retool или аналогичными low-code платформами будет плюсом; - опыт в проектировании сложных личных кабинетов, бэкофисных систем или систем документооборота будет большим плюсом; - умение расставлять приоритеты, четко понимая, что действительно важно для продукта и бизнеса; - навык выстраивать продуктивную работу с бизнес-заказчиками и кросс-функциональными командами.  МЫ ПРЕДЛАГАЕМ: - работу с инновационными digital-решениями и расширение вашего опыта на перспективных рынках; - удобный формат работы на выбор - удаленно из любой точки на карте или гибрид с возможностью посещения комфортного офиса в Москве или Казани;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2406
2025-07-07 08:03:06,"Junior Fullstack разработчик  Компания: IntraVision З/П: от 30 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Разработка и сопровождение веб-приложений   Требования: - Релевантный опыт в коммерческой разработке от 1 года - Обязательное знание технологий back-end: C# 10 и выше, .NET Core, PostgreSQL; Знание принципов ООП, SOLID - Знание следующих технологий преимуществом: ASP.NET MVC, MS SQL, Design Patterns, протоколы авторизации: OAuth 2.0, OIDC - Обязательное знание технологий front-end: React, Typescript, NextJS, HTML, CSS, JavaScript - Знание следующих технологий преимуществом: Material-Ui, знание подхода CSS-in-JS  Условия: - Удаленная работа, полная занятость - Стабильная заработная плата  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2608
2025-07-04 12:33:06,"Junior Project Manager  Компания: Томору З/П: от 30 000₽ Формат работы: Удалённо Источник вакансии: HH  Чем ты будешь заниматься? - Вести AI-проекты клиентов. Помогать запускать голосовых и текстовых роботов под задачи бизнеса. - Проводить Zoom-встречи и разбирать запросы. Выяснять, что нужно клиенту, и предлагать лучшее решение. - Работать с командой разработки. Быть связующим звеном между клиентом, техподдержкой и проджектами. - Разбираться в AI-продуктах. Понимать, как работает робот и где можно усилить результат — без кодинга. - Фиксировать задачи и анализировать результат. Работать в CRM, таск-трекере и влиять на метрики: конверсии, доходимость, согласие.  Что важно? - Ты умеешь слушать и быстро вникать в суть задач. - Тебе интересно, как устроены AI-продукты и проекты в IT. - Ты хочешь развиваться в роли менеджера и расти вместе с командой. - У тебя был опыт общения с клиентами — в продажах, сервисе, обучении или поддержке (плюс, но не обязательно). - Ты не боишься ответственности и умеешь доводить дела до результата.  Что по условиям? - Стартовая зарплата от 30 000 руб. (фикс + бонусы по KPI), пересмотр дохода каждые 4 месяца. - Полная удалёнка — можно работать из любой точки мира. - График: 5/2, с 9:00 до 18:00 по МСК. - Обучение с нуля + сертификат Junior Project Manager после вводного курса.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2917
2025-07-04 09:03:01,"Junior Embedded Linux   Компания: БЮРО 1440 З/П: не указана Формат работы: Удалённо Источник вакансии: Habr  Чего мы ожидаем: - Высшее техническое образование в сфере информационных технологий или программной инженерии. - Опыт разработки на языках программирования C/C++ в среде Linux от 2 лет. - Понимание архитектуры Linux Kernel и принципов работы операционной системы. - Знание системного программирования и межпроцессного взаимодействия в Linux. - Опыт работы с инструментами сборки (Make, CMake) и системами контроля версий (Git). - Навыки работы с Buildroot для создания пользовательских дистрибутивов Linux.  Мы предлагаем: - Работу в аккредитованной ИТ-компании; - Шаг в космос - для тех, кто вдохновлен идеей покорения космоса и мечтает быть к этому причастным; - Возможность выбора формата работы  (офис/гибрид/удаленный формат); - Оформление в соответствии с ТК РФ; - Конкурентный уровень заработной платы - на уровне лидеров ИТ/телеком-индустрии.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2678
2025-07-04 07:03:01,"⚡️Пошаговый план: как стать аналитиком данных в 2025  Хотите попасть в аналитику, но теряетесь в море информации и не понимаете, какие навыки действительно важны? Боитесь, что без опыта вас не возьмут на работу? И да, ещё один популярный вопрос — а что, если мне 30/40/50+ лет?  Андрон Алексанян —  эксперт по аналитике с 8 летним опытом и по совместительству CEO Simulative — покажет рабочие схемы и четкий план, как устроиться в аналитику быстрее, даже если у вас нет опыта.  Что будет на вебинаре?  🟠 Разберем полный роадмап: что учить, в каком порядке, до какого уровня; 🟠 Лайфхаки трудоустройства: — Покажем реальные примеры, как оформить резюме и портфолио, чтобы привлекать внимание; — Обсудим какие отклики работают, а какие сразу отправляют в корзину; — Изнанка найма: инсайдерский взгляд на процессы отбора 🟠 Практические техники для новичков: разберём, как компенсировать недостаток опыта и быстро закрывать пробелы в знаниях.  🕗 Важно досмотреть вебинар до конца, чтобы получить бонус от нас, который поможет бустануть карьеру.  😶Зарегистрироваться на бесплатный вебинар",2581
2025-07-03 16:03:01,"Junior DevOps Engineer  Компания: MediaNation З/П: до 70 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Поддерживать стабильную работу веб-сервисов компании; - Работать с Docker и Docker Compose (включая написание и поддержку `docker-compose.yaml`); - Участвовать в развертывании и мониторинге сервисов в Kubernetes; - Настраивать и поддерживать окружения на базе Linux; - Настраивать Nginx (как балансировщик, прокси и веб-сервер).  Требования: - Опыт работы с Docker и Docker Compose — уверенный уровень; - Знание Linux: базовая администрирование, понимание системных процессов; - Опыт настройки Nginx: конфигурация, редиректы, проксирование; - Базовое представление о Kubernetes (K8s) и желание развиваться в этом направлении.  Взамен мы предлагаем тебе - Возможность выбирать комфортный формат работы: удалённо или гибрид; - Работа в команде профессионалов и наставников;  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2611
2025-07-03 12:33:06,"Junior маркетолог  Компания: Гринлид Групп З/П: до 40 000₽ Формат работы: Удалённо Источник вакансии: HH  Обязанности: - Планирование и координация работы команды по проекту (контекстолог-таргетолог, seo-специалист, графический дизайнер, web-программист и пр.); - Выстраивание взаимоотношений и работы с представителями клиента по закрепленным проектам; - Разработка и реализация маркетинговых/рекламных кампаний, направленных на продвижение товаров или услуг клиента; - Разработка рекламных и презентационных материалов; - Работа с сайтами и социальными сетями; - Работа с подрядчиками: заказ печатной и сувенирной продукции, промо-персонал, размещение рекламы (наружная реклама, радио, тв) и пр.; - Организация фото/видео съемок; - Организация и проведение event-мероприятий; - Отчетность  Требования: - Любишь маркетинг и хочешь в нем развиваться; - Развитые коммуникативные и организаторские способности; - Можно без опыта работы; - Образование в направлении маркетинг или реклама; - Продвинутый пользователь ПК; - Умеешь работать в условиях многозадачности, готовность к большим объёмам работы.  Будет твоим преимуществом если: - Есть опыт в администрировании сайтов в cms; - Знаешь графический программы: Photoshop или Figma; - Знаешь что такое SEO и контекстная реклама.  Условия: - Заработная плата по результатам собеседования; - График работы: 5/2 (с 9.00 до 18.00);  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2539
2025-07-03 08:33:06,"Junior рекрутер  Компания: Яндекс Крауд З/П: от 40 000₽ Формат работы: Удалённо Источник вакансии: HH  Какие задачи вас ждут - Искать кандидатов с помощью разных инструментов («Хабр Карьера», «Мэтчи», hh.ru, LinkedIn, внутренняя база), расширять список источников - Проводить первичные интервью, назначать собеседования с рекрутером и технические секции - Обрабатывать отклики и списки, вести базу данных соискателей - Много и регулярно учиться  Мы ждём, что вы - Понимаете основные технологические стеки и знаете IT-терминологию - Работали в IT-сорсинге минимум полгода — будет плюсом - Умеете планировать своё время, готовы к многозадачности и полному рабочему дню - Нацелены на результат и карьерный рост, быстро учитесь  Для работы потребуются - Компьютер с операционной системой Windows 10 или macOS версии 10.12 и выше - Смартфон или планшет с операционной системой Android 6.0 или iOS 15.0 и выше - Стабильное интернет-соединение со скоростью не менее 20 Мбит/с  Что мы предлагаем - Официальное трудоустройство, полную занятость - Удалённую работу и график 5/2 в промежутке с 10 до 19 часов по Москве - Стабильный доход, средний уровень которого — от 40 000 рублей (на руки). Оплата труда сдельная, зависит от количества выполненных задач и достигнутых целей (KPI) - Возможности роста и развития - Оплачиваемое онлайн-обучение перед стартом - Оплату больничных и отпусков  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2548
2025-07-02 12:33:06,"Junior дизайнер  Компания: Аренадата Софтвер З/П: до 50 000₽ Формат работы: Удалённо Источник вакансии: HH  Что делать: - систематизировать и оптимизировать существующие компоненты дизайн-системы: подписывать слои, создавать варианты, настраивать стили. - разбирать вместе с ведущим дизайнером технический бэклог: дорисовывать недостающие состояния и варианты компонентов. - помогать ведущему дизайнеру актуализировать и приводить в порядок все реализованные макеты продукта, включая страницы и сценарии. - совместно с ведущим дизайнером разрабатывать макеты для ключевых компонентов и страниц продукта.  Мы ждём, что вы: - уверенно владеете Figma, включая создание компонентов и вариантов для дизайн-системы с правильным использованием англоязычных неймингов. - понимаете принципы работы с UI KIT и стилями в Figma. Опыт работы с дизайн-системами будет преимуществом, но мы также рассматриваем кандидатов, готовых быстро освоить эту область. - внимательны к деталям и аккуратны при выполнении повторяющихся задач. - готовы выполнять рутинные задачи.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2696
2025-07-02 08:03:06,"Junior crm маркетолог  Компания: Газпром З/П: не укаана Формат работы: Питер Источник вакансии: HH  Чем предстоит заниматься: - Проводить анализ бизнес-процессов и описывать в нотации BPMN - Выявлять области для улучшения эффективности и оптимизации бизнес-процессов - Работать с нечеткими требованиями и гипотезами Продукт оунеров для разработки новых продуктов и функциональности действующих проектов - Собирать и анализировать данные, разрабатывать рекомендации по улучшению бизнес-моделей и стратегий - Взаимодействовать с командами по разработке, маркетингу в целях выявления потребностей и разработки новых продуктов - Подготавливать аналитические отчеты и презентации для руководства компании - Обучать и консультировать сотрудников по вопросам бизнес-аналитики и оптимизации процессов  Что для нас важно: - Опыт работы бизнес-аналитиком - Gонимание бизнес-процессов и умение выявлять проблемные области - Опыт работы с описанием бизнес-процессов в нотации BPMN - Аналитическое мышление и умение принимать решения на основе данных - Коммуникативные навыки и умение работать в команде  Что мы предлагаем: - График 5/2 с 09:00 до 18:00, по договоренности с руководителем начало рабочего дня возможно сдвинуть +/— на 1 час.  → Откликнуться на вакансию   ———  🫶 Стажировки 🧑‍💻 Джун разработчикам 😶 Джун менеджерам 🐱 Джун маркетологам 💙 Мемы и удаленка 💚 Качнуть карьеру",2558
